fullId,category,wnsynset,wnlemmas,up,front,unit,aligned.dims,isContainerLike,surfaceVolume,solidVolume,supportSurfaceArea,weight,staticFrictionForce,name,tags
wss.11a0f60b9baaaf59968608843530f3d7,"_StanfordSceneDBModels,PillBottle,_OIMwhitelist",n3943819,pill bottle,,,2.8630485201377065E-4,"12.834036\,19.91966\,12.386089",true,2.67065E-4,2.67065E-4,1.74372E-4,,,pills,"drugs,medication,pills"
wss.11b1afefc63ce066b7390053af83c864,"WallArt,Picture",n3937282,"picture,image,icon,ikon","0\,0\,1","0\,-1\,0",0.0025869790955289442,"85.79617\,109.06209\,3.6969738",true,0.008076,5.07E-4,0.007405,9.785086289773439,223.98479895223886,picture of ronald reagan for shoguns openning challenge       for black and white photoes,"bluexwingpilot,picture,shogun"
wss.11b54e1530c17829ec4bb690ca24962,OutdoorTable,n4386330,table,"0\,0\,1","0\,-1\,0",0.014770719867696857,"121.441315\,31.594273\,121.64057",false,0.021966,0.02354,0.00596,18.42774397936668,219.00463296148473,srt      smarties,"buy,chalkboard,cheap,dining furniture,dining tables,display,easel,education board,educational chairs,educational folding tables,educational furniture,educational mobile folding tables,educational supplies,educational tables,felt noticeboard,folding dining furniture,folding furniture,folding table,folding tables,interactive whiteboard,manufacturer,mobile dining furniture,mobile folding furniture,mobile folding table,mobile folding tables,mobile furniture,mobile seating unit,mobile table,mobile tables,noticeboard,office,rollerboard,school,school folding tables,school mobile folding tables,school mobile tables,school tables,teaching,university,value,whiteboard"
wss.11b722334fe272e2b7802e8eb74a6704,"Bed,QueenBed",n2821967,bed,"0\,0\,1","0\,1\,0",0.026127256689297183,"193.36287\,88.82615\,242.27075",false,0.395008,1.763525,0.012539,239.536902402048,2136.5871307645994,smurf theme bed,"bed,mathias,smurf,smurfs,theme"
wss.11c36239d379d1d9bf242467bd7a4ffc,,n3996832,pot,,,,"81.908905\,68.58\,81.908905",,,,,,,square series planter ss,"architectural,cast,concrete,container,decor,exterior,garden,kornegay,kornegay design,landscape,landscape amenities,landscaping,lawn,outdoor,park,patio,planter,planters,pot,pots,precast,public,site,site amenities,site furnishing,square,street,street furnishings,streetscape,yard"
wss.11c785813efc4b8630eaaf40a8a562c1,SodaCan,n4262696,soda can,,,0.003195613073910745,"7.942856\,12.959205\,7.942856",,,,,,,can,"beverage,can,drink,pop,soda"
wss.11d2b7d8c377632bd4d8765e3910f617,TrashBin,n2750182,"ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin","0\,0\,1","-1\,0\,0",0.01626542220883501,"50.722748\,71.770256\,43.69738",true,0.011905,0.028265,0.010469,,,mlwr        trash container,"garbage bin,litter bin,maglin,outdoor furniture,recycled content,site furniture,sustainable,trash container"
wss.11d5e99e8faa10ff3564590844406360,"Couch,_EvalSetWithPrior,_EvalSetExclude",n4263630,"sofa,couch,lounge",,,0.02121014509747718,"238.48116\,119.3041\,106.18329",false,0.24509,1.739514,0.15829,388.25985392132714,3686.5047618419167,couch,"bed,comfort,couch,cushion,furniture,trampoline"
wss.11db35134ded21f9b9d7c2fc41e80228,,n4197095,shelf,,,,"91.44002\,46.355\,21.58995",,,,,,,kitchen shelf,woodworking
wss.11e515cd806010b974287c0ff7c0f69a,"_StanfordSceneDBModels,_OIMwhitelist",n2978156,case,,,0.024357442850588124,"25.659088\,1.1508865\,18.60373",,1.29525E-4,1.29525E-4,3.13442E-4,,,halo   case   improved,"bungie,disc,disk,dvd,game,games,halo,hippopotamus,microsoft,xbox"
wss.11e98db089a66426ad5067eac75a07f7,Bench,n3896948,park bench,,,0.014224830322551646,"136.5591\,39.91829\,37.921265",false,0.018034,0.024674,0.037561,10.820400000000001,65.74475040000002,forms surfaces reg    foot backed pacifica trade  bench  short back  freestanding  no armrests,"architectural,architecture,bench,benches,forms,forms and surfaces,formsandsurfaces,furniture,landscape,pacifica,sbpac,seating,site,site furniture,surfaces"
wss.11ed3f0b1a09a6f99ebe905ef4009f84,ChessBoard,n12131755,"chess,cheat,Bromus secalinus",,,,"13.999989\,4.2593007\,13.999997",,,,,,,chess set redux,"bishop,board,chess,chess set,chessmen,king,knight,pawn,queen"
wss.11f1511799d033ff7962150cab9888d6,Chair,n2741540,armchair,"0\,0\,1","0\,-1\,0",0.02996171525575971,"77.89123\,111.29875\,87.00614",false,0.032122,0.067937,0.011341,38.0482367917476,378.7888108543858,modirondak chair,"adirondak,chair,make,rietveld,woodworking"
wss.11fa9b044482814ef91663a74ccd2338,"Chair,OfficeChair,rankChairs",n3005231,chair,"0\,0\,1","0\,-1\,0",0.023110616111702238,"69.521706\,92.00691\,66.43808",false,0.009391,0.023834,0.005425,11.1235599187878,110.74048075255394,reply task chair   mesh back   without arms by steelcase,"office chair,seating,steelcase"
wss.1218c5a132371fcb7b6fd5468f603b31,"_StanfordSceneDBModels,_SceneGalleryModels",n14656622,"cadmium,Cd,atomic number 48",,,0.0018739237466279203,"31.986492\,1.5905715\,31.910822",,,,,,,cd,"cd,cd case,chemist,cut,cut chemist,one,open,shut,sketchosaurus,two"
wss.12193ca7bef40d40a84aed1cd93567b2,"Table,AccentTable",n4386330,table,"0\,0\,1","0\,-1\,0",0.04787414489946007,"98.01003\,90.09387\,75.3923",false,0.016789,0.042588,0.016592,14.08464871481322,167.38909144998482,leather top wine table,"bevan funnell,leather top table,occasional furniture,wine table"
wss.121cf1ae08740534b8183a4a81361b94,Basket,n2805104,"basket,handbasket",,,0.030526363168908423,"75.36196\,28.44294\,48.842182",true,,,,,,basket,*
wss.1221201ed6aac041745b4b48c30a506e,Camera,n4576349,webcam,,,0.08230388409065129,"8.269244\,18.124144\,11.146662",false,7.4E-5,2.32E-4,7.7E-4,,,webcam microsoft,"canones,maxime,mcp,microsoft,paradis,webcam"
wss.12238fe70f20f94613048bc4381266fe,"MediaStorage,WallUnit",n4556408,wall unit,,,0.01998901860822595,"263.85504\,143.92093\,48.47337",true,0.259151,1.034203,1.305365,,,entertainment center console,"center,console,entertainment,hd,samsung,tv,widescreen"
wss.1223b9275d2a2edacd4833986a6efe96,Table,n4386330,table,"0\,0\,-1","0\,-1\,0",0.02452530883427128,"101.24048\,84.80615\,79.1333",false,0.028597,0.057316,0.80876,23.990630728305064,285.1167936264946,end table,*
wss.122c2614d9b5b0bc3a00cfa3e3cb7dc5,TrashBin,n2750182,"ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin",,,0.0029563062520557284,"71.5426\,58.76812\,64.22575",true,0.007046,0.00274,0.215993,,,mesh bin,"bin,mesh,rubbish"
wss.123c5debc3bed09f1fdc97905708b8ea,PersonStanding,n5224944,person,"0\,0\,1","-1\,0\,0",0.018137544582223768,"55.330826\,129.48438\,47.891678",,,,,,,rune armour,"adelar,advanced,armadura,armour,arms,azul,blue,boots,cape,colors,full helm,game,gloves,gods,guth,guthix,helm,helmet,jogo,kiteshield,legs,man,platebodies,platebody,platelegs,purple,rune,runescape,runite,sara,saradomin,scheidt,set,trimmed,warrior,wood,zammy,zamorak"
wss.123c9acf2f03169b66123e198876a388,_StanfordSceneDBModels,n3152175,cup,,,0.013441477625519983,"35.364124\,55.2149\,23.671385",,,,,,,european cup,"cup,estadio,european,football,soccer,sport,stadium,trophy"
wss.124a5d334a76a95ac710265e1c552c85,Plant,n12288763,"oak,oak tree",,,0.004398568890870043,"209.23465\,151.4807\,220.97443",,,,,,,sandbox oak tree,sandbox oak tree
wss.12512248e7156f2b28057692a61ef053,,n2689238,"air conditioner,air conditioning",,,,"83.82\,90.487495\,88.9",,,,,,,air conditioner unit    inches tall,"air,architecture,condenser,conditioner,hvac,unit"
wss.125272be2901179883905d9105641cb5,PictureFrame,n3938003,picture frame,,,0.01854742869750566,"27.06868\,34.957333\,23.146637",,,,,,,picture frame free standing wood portrait format   a  size,"frame,freestanding,picture"
wss.1257976df3606918e6151088c69a31b2,,n4146060,saucepan,,,,"34.723427\,26.724028\,29.99999",,,,,,,electric saucepan,
wss.125cb574977319c844b0e82e0204ffaa,,n3999061,"pottery,clayware",,,,"39.653866\,62.881508\,39.050194",,,,,,,moroccan pottery,*
wss.125dd03219b9c4b54ce4c7044f859dd,,,,,,0.004986919459023043,"10.110475\,26.95016\,139.23279",,,,,,,rpg,"anti,armor,bazooka,explosive,heat,launcher,missile,modern,nva,rf,rocket,rpg,russian,soviet,stinger,tank,vietnam,warfare,weapon"
wss.12637d1f343b10c943a003664127a27a,,n2681592,"Adam,ecstasy,XTC,go,disco biscuit,cristal,X,hug drug",,,,"44.45\,22.447655\,44.45",,,,,,,snow globe,"globe,snow,snow globe"
wss.126bc2de1d567f8587a1c16793982084,_StanfordSceneDBModels,n7970797,"book,rule book",,,0.04842359576310778,"78.495514\,40.835278\,69.537575",,,,,,,livros de qu iacute mica   books of chemistry   libros de qu iacute mica,"biblioteca,boek,book,books,buch,chemistry,ensino,escola,fundamental,libro,libros,livraria,livre,livro,livros,quimica,school"
wss.126c6ed6536880517c8489092272d18,"_StanfordSceneDBModels,PaperClip",n3892459,"paper clip,paperclip,gem clip",,,0.055682846471459116,"11.226875\,7.99712\,8.065504",,,,,,,large binder clip,*
wss.1271008cb91e253bad5067eac75a07f7,Bench,n2832068,bench,,,0.014734169721096074,"141.44803\,28.73163\,29.099985",false,0.013864,0.01308,0.016852,8.3184,50.54259840000001,forms surfaces reg  backless knight trade  bench            armrests,"architectural,architecture,armrests,backless,bench,benches,eight foot,forms,forms and surfaces,formsandsurfaces,furniture,ipe,knight,landscape,sbkni,seating,site,site furniture,surfaces,wood,wooden"
wss.12732a44b379023b36f48f84cffbe669,_StanfordSceneDBModels,n4188289,"shackle,bond,hamper,trammel",,,0.037886374092162674,"53.988037\,83.35002\,53.988037",,,,,,,hamper,"ska,skag"
wss.1276e45e4c314c39e70ce0944e08d28e,PottedPlant,n17402,"plant,flora,plant life",,,0.02605878608356116,"50.841576\,118.99796\,47.200333",true,0.011989,0.047701,0.037424,19.8825576,111.608190624,vaso com galhos   vase,*
wss.127a3b72784f610c5decd231aa7179c0,Gun,n3706725,machine gun,"0\,0\,1","1\,0\,0",0.0026997422648730217,"28.139145\,24.304295\,110.60012",false,0.004166,0.008974,0.00112,,,pink m,"battle,firearm,gun,machine,usa,vietnam,war,weapon"
wss.127aff49c9378499ae685ca100c909e8,"Lamp,TableLamp",n3641940,lamp,,,0.019870685326451858,"45.97063\,49.054165\,45.97063",true,0.002864,0.013175,0.037011,6.15665188901024,60.972389302729205,desk lamp,indonesia
wss.127e1126411e0c8969cbec8c849925a,,n15568,"animal,animate being,beast,brute,creature,fauna",,,,"314.13577\,187.20345\,325.19315",,,,,,,octopus,"creature,eight,eight legged creature,legged,octopus,octopuses"
wss.12811f9d9ca31586f383178a3696f29,ArcadeMachine,n3265207,dynamo,,,0.017778975154369565,"177.43346\,126.008484\,98.2251",,,,,,,dynamo photon air hockey,"air,arcade,dynamo,hockey,photon"
wss.12816c0d897c1473f648b8701583b123,,n3922150,"perfume,essence",,,,"8.143501\,17.288862\,2.8001022",,,,,,,perfume,*
wss.1284f68442d655653d2d28eadc37978a,,n3101611,"control,controller",,,,"69.56882\,30.12191\,109.49991",,,,,,,digidesign control,"console,control,digidesign,pro tools,surface"
wss.1285f0a36d2836ba9b426f5f965c4d47,"Lamp,TableLamp",n4387620,table lamp,,,0.00469825164248717,"39.133102\,62.640335\,34.227234",true,0.002389,0.011737,0.040187,5.13555913507174,50.85999931711596,table lamp,"bedside,lamp,light,table lamp"
wss.128ecbc10df5b05d96eaf1340564a4de,"_StanfordSceneDBModels,DrinkingUtensil,Mug,_OIMwhitelist",n3802912,mug,,,0.00360054197282652,"23.344688\,21.263037\,17.69119",,3.80852E-4,0.00150939,0.00649286,,,mug,mug
wss.12917ced4d5465c5f08b8467bda831,"ChestOfDrawers,DresserWithMirror,Dresser",n3018908,"chest of drawers,chest,bureau,dresser",,,0.01861161478028482,"85.61344\,163.78221\,52.577755",true,0.033886,0.045242,0.006876,20.331599999999998,123.5348016,drawer dresser with mirror,"architecture,chest,dresser,furniture,mirror,traditional"
wss.1291c573a61eddce6645417f261885f4,Statue,n3909987,"pedestal,plinth,footstall",,,0.009960727260334834,"78.909584\,167.79442\,63.362476",,,,,,,statue of boromir hero of gondor,"amon hen,boromir,fellowship,gondor,lionhead,lord of the rings,lotr,minas tirith,osgiliath,statue"
wss.1298634053ad50d36d07c55cf995503e,"_StanfordSceneDBModels,_SceneGalleryModels,WebCam",n4576349,webcam,,,0.002893477135051545,"6.7766967\,17.776539\,14.378035",,,,,,,logitech webcam,"button,cam,camera,computer,detailed,internet,keyboard,logitech,mouse,mousepad,quick,quickcam,sketchosaurus,speakers,switch,thingy,web,webcam,yay"
wss.12a565f8aecaafcbce41b639931f9ca1,CerealBox,n3001610,cereal box,,,0.037323672337617714,"24.525024\,37.510292\,16.84642",,,,,,,cicipopo stock brown sugar,starberry fruit chocolate candy dinnre food box doughnut dougnuts flour nice good sweet taste top cream creamed creamy brown brownies cereal breakfast coffee sugar package pakcage special dinner cookie cookies cook cooking coocking king burger mcdonalds katsup ketchup white chocolate dark pillow cicipopo products main course table chair made in china factory cici popo pop tarts toast beer soda drink alcohol martini stomac  blood energy drink  fish meat carbohidranti trash plastic kitchen citken chiken shop shelf fabricated orange banana fruit flavored apple cherry berry barry barrel
wss.12a64182bbaee7a12b2444829a3507de,"Rack,1Shelves",n2874241,bookcase,,,0.041656898045147814,"156.21338\,58.31966\,46.864014",true,,,,,,cubby shelf,"coat rack,cubby,shelf"
wss.12a73cdd42517d8f65331068961955c9,"Bed,ChildBed",n2821967,bed,,,0.044682860793090126,"260.35675\,125.780464\,140.73358",false,0.316101,0.576441,0.04882,191.686888331856,1709.7813933434784,bed for a child   kinderbett,"bed for a child,bett,cot,crib,kinderbett,werkzeichnung"
wss.12aa2e17776fc141fdddc29bb3e72366,,n9325914,hill,"0\,0\,1","0\,1\,0",,"241.54395\,200.05042\,635.51",,,,,,,eustreptospondylus oxoniensis,"andes,animal,apartement,architecture,beast,big,bird,brown,building,bush,canyon,cave,cool model,costruction,desert,detail,dino,dinosaur,domestic,europa,eustreptospondylus,forest,geometry,giant,grand,grass,hills,house,island,jurrasic,kerkythea,lake,mountains,nature,photo,photoshop,plains,plateau,prehistoric,rainforest,render,reptile,rock,scale,sea,shape,skin,smooth,theropod,tree,tropical,uge,valley,wildlife"
wss.12aa829de18f4e6ad5cb6d178687b980,"Lamp,TableLamp",n4387620,table lamp,,,0.03257833094016648,"38.478264\,60.539337\,38.478264",true,0.001437,0.004082,0.029997,3.0890742892834204,30.592640861739486,poul henningsen   frac      frac    table lamp,"glass lamp,lamp,louis poulsen,modern lamp,ph,ph lamp,poul henningsen,table lamp"
wss.12b8bed00b5a5c4f58c91b3c0df5fef,,n6484,cell,,,,"23.444214\,7.7978\,14.763748",,,,,,,single point load cell mounting,"electronic scale,force transducer,load cell,load cells,platform scale,scale,weighing,weighing assembly"
wss.12bb4cd01d6e34908e506821bf7d2e2e,FlagPole,n3947170,"pin,flag",,,0.02326266717084497,"89.72922\,558.304\,105.07097",,,,,,,united states flag on pole,"america,american,cloth,flag,flagpole,low,lowpoly,national,of,pole,poly,polygon,stars,states,stripes,united,usa"
wss.12bfa757452ae83d4c5341ee07f41676,"_StanfordSceneDBModels,Paper",n14998823,paper,,,0.04045384359802337,"32.363075\,0.0\,44.49923",,,,,,,lined paper,"lined,paper,white"
wss.12c0b15c8ed8a3edb039d8689a74349,"Lamp,TableLamp",n3641940,lamp,,,0.08999084818904957,"38.47109\,60.54692\,38.47109",true,0.002657,0.008202,0.037232,5.71167041518862,56.565516193209326,mini desk lamp  podium,"desk,furniture,home,house,lamp,light,lighting,living room,mini,podium,shade,table,wood,wooden"
wss.12c1b3fa24cce3e75745b9fe8da12812,Monitor,n3787723,"monitor,monitoring device","0\,0\,1","0\,-1\,0",0.04751840126310036,"70.15498\,62.78844\,29.932838",false,0.007444,0.027072,0.097509,,,acer monitor,"acer,monitor,screen"
wss.12c3a4561242a6fe840045f49392aafa,Cabinet,n2936496,cabinet,"0\,0\,1","1\,0\,0",9.31510044918425E-4,"156.73459\,83.09144\,38.940285",true,0.101298,0.452364,0.469154,68.09688271277892,673.3126287659228,supermarket cabinet frozen food with doors,*
wss.12d44fd814bc9b40ec2a7a1f5fe7365d,"Lamp,DeskLamp",n3641940,lamp,"0\,0\,1","1\,0\,0",0.024840488703352936,"11.923435\,50.49053\,71.62929",true,5.9E-4,9.78E-4,0.004509,1.2683046838394,12.560652824235417,desklamp modefied,"arm,desk,kt,lamp"
wss.12d643221a3edaa4ab361b6be63163da,Vase,n4529463,vase,,,0.014406787200314691,"45.181133\,48.802414\,45.181087",true,0.004228,0.022526,0.003053,10.007739117697998,252.76152846059443,vaso     vase,"pot,pots,vase,vases,vaso,vasos"
wss.12d66fb050f08f66de266657cf7d5a9a,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","1\,0\,0",0.0018572812122917928,"95.469635\,53.226147\,14.672522",false,0.007625,0.013438,0.08122,18.912584744460002,128.02824228287398,philips lcd    pf,"breedbeeld,breedbeeldtelevisie,crystalclear,hd ready,hdready,lcd,philips,tv"
wss.12d96d7eba8b23be1a83bb2623c06ea4,,n3701635,"luggage rack,roof rack",,,,"299.6103\,331.13977\,703.3438",,,,,,,x  ford van,"bumper,crawler,custom,diamond,drive,fab,ford,four,grill,guard,lifted,light,luggage,mud,offroad,panel,plate,rack,rig,rock,steel,van,wheel,winch"
wss.12ddd9e1fa8912ae1bfccceeaa1b7669,"_StanfordSceneDBModels,ToyFigure",n3971038,"plaything,toy",,,0.002100762178037881,"40.281315\,39.3754\,35.92028",,,,,,,japanese new year decoration,"decorations,japanese,new year"
wss.12df0535bb43633abdd9b7a602ec35ec,Table,n4386330,table,"0\,0\,1","0\,-1\,0",0.02144124550969749,"67.50426\,68.79767\,120.0939",false,0.014939,0.020039,0.021479,12.53264441900022,148.94428716250664,table,table brazilian table from etna
wss.12e28d27e25d73545b7e7c731e3e1278,_StanfordSceneDBModels,n3893394,paper towel,,,0.04615619558807158,"61.15696\,30.068548\,55.38744",,,,,,,paper towel holder,"hanger,holder,kitchen,paper,papertowel,towel"
wss.12e71d04b2cfff5677a9fab0a7234242,,n3077981,"column,pillar",,,,"274.00504\,280.20264\,275.11755",,,,,,,romanesque fountain,"fountain,romanesque,romanic,water,well"
wss.12eedf28d9a948556c1cd53dbc9f7b8e,"Gun,_AttributesTrain",n4093385,"revolver,six-gun,six-shooter","0\,0\,1","-1\,0\,0",0.05913390128120249,"12.480394\,43.921585\,107.378006",false,0.005786,0.010459,0.004645,,,american firearms game master  copy emag,"firearm,gun,halo,hunting,pistol,revolver,scope,shooting,sniper,weapon"
wss.12f1e4964078850cc7113d9e058b9db7,"Cabinet,Sideboard",n2915411,"buffet,counter,sideboard",,,0.016796444257427694,"158.71336\,64.37924\,44.51985",true,0.040711,0.22649,0.005689,27.367689313904936,270.5999173694395,buffet,"buffet,cupboard,dining room,furniture"
wss.12f4d8c20ef311d988dcbe86402c7c15,"Chair,Recliner,rankChairs",n3005231,chair,"0\,0\,1","0\,-1\,0",0.029213139995674386,"109.54928\,103.56993\,94.99264",false,0.056647,0.362449,0.004468,67.0978914619926,667.9923344893965,rowe piccadilly chair,"armchair,chair,rowe,side chair,traditional,transitional,upholstery"
wss.12f73aad13ac53f57104cceeff1190e4,,n13923904,"barrel,drum",,,0.023645699256586074,"55.906807\,83.35109\,55.906807",,,,,,,low poly    gallon drum    k,"barrel,drum"
wss.1308f3ff2e55eae4f1783a44a88d6274,"Chair,_StanfordSceneDBModels,_OIMwhitelist",n4338415,"straight chair,side chair","0\,0\,1","0\,-1\,0",0.028041680029089484,"58.326744\,99.39598\,63.510582",,0.0112768,0.0112768,0.0043416,,,edo dining chair,"chair,dining,dining room,furniture,moser,seating,thos"
wss.130efc1031fe4450dc8c9a9abc47eed5,"Lamp,WallLamp",n4155768,sconce,,,0.032872452798288106,"82.80243\,51.189026\,42.020874",true,0.004226,0.008826,5.44E-4,9.08450100661916,89.96833700884554,sconce modified,wall sconce
wss.13123a44924ddd2fb9ecfc3b6497aac6,"Computer,Laptop,_StanfordSceneDBModels,_SceneGalleryModels,_EvalSetInScenes",n3838213,"notebook,notebook computer",,,0.02500523164632452,"35.235794\,27.0074\,35.703514",false,0.001151,0.003269,0.025247,,,notebook menina,"computador,computer,girl,laptop,menina,notebook,teen"
